Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below primary - Persons,Educational level - Below primary - Males,Educational level - Below primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,9,231584,119404,112180,72575,31514,41061,159009,87890,71119,3992,2122,1870,141667,78575,63092,13340,7188,6152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,10,368272,190872,177400,115170,48744,66426,253102,142128,110974,6971,3702,3269,181152,102405,78747,64962,36010,28952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,11,178719,93395,85324,40409,16028,24381,138310,77367,60943,2575,1345,1230,52412,29931,22481,83314,46088,37226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,12,333604,172296,161308,92179,35915,56264,241425,136381,105044,5905,3122,2783,47878,27761,20117,171825,96897,74928,15790,8586,7204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,12
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,13,210357,106871,103486,49054,17479,31575,161303,89392,71911,3209,1652,1557,15662,8907,6755,114072,63977,50095,28349,14851,13498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,14,269707,139403,130304,67416,24605,42811,202291,114798,87493,4653,2404,2249,11823,6890,4933,87899,50826,37073,97899,54671,43228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,10
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,15,265700,136751,128949,77083,28826,48257,188617,107925,80692,5243,2716,2527,8029,4750,3279,49289,28946,20343,103558,59273,44285,22484,12233,10251,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,16,281221,143852,137369,78416,28416,50000,202805,115436,87369,5411,2819,2592,6992,4079,2913,33962,19612,14350,86308,49538,36770,70117,39379,30738,0,0,0,0,0,0,0,0,0,0,0,0,15,9,6
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,17,160447,82204,78243,41336,14561,26775,119111,67643,51468,2858,1441,1417,3677,2218,1459,16279,9271,7008,40020,23121,16899,56267,31584,24683,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,18,316768,164487,152281,103818,38842,64976,212950,125645,87305,7075,3643,3432,6925,4292,2633,27207,16332,10875,63984,38570,25414,63834,37553,26281,43741,25132,18609,29,20,9,141,95,46,0,0,0,14,8,6
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,19,122945,65038,57907,34184,12302,21882,88761,52736,36025,2432,1280,1152,3035,1896,1139,9695,5718,3977,23866,14638,9228,23598,14190,9408,25981,14908,11073,24,22,2,116,75,41,0,0,0,14,9,5
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,20-24,889969,476469,413500,313245,112313,200932,576724,364156,212568,22377,11850,10527,15955,10638,5317,64530,39699,24831,148278,96738,51540,147902,97518,50384,117929,72817,45112,175,123,52,1455,1026,429,58023,33688,24335,100,59,41
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,25-29,789383,422668,366715,325293,111905,213388,464090,310763,153327,22891,12075,10816,12696,8282,4414,56943,34695,22248,117074,80718,36356,126745,90508,36237,55323,38220,17103,169,124,45,1556,1246,310,70607,44825,25782,86,70,16
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,30-34,697138,378777,318361,321620,114261,207359,375518,264516,111002,21621,11535,10086,10632,7054,3578,48452,29452,19000,90527,65683,24844,114005,87108,26897,35367,26455,8912,118,90,28,985,869,116,53738,36214,17524,73,56,17
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,35-39,690105,362578,327527,361206,128631,232575,328899,233947,94952,23291,12454,10837,10678,7498,3180,49885,31598,18287,83581,63354,20227,91676,68876,22800,22368,16932,5436,109,91,18,1099,1007,92,46144,32083,14061,68,54,14
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,40-44,538689,302759,235930,300971,125378,175593,237718,177381,60337,19054,10882,8172,8155,6122,2033,36547,25072,11475,59577,47465,12112,66583,51652,14931,13405,10505,2900,101,90,11,685,636,49,33552,24900,8652,59,57,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,45-49,458315,245036,213279,275627,107033,168594,182688,138003,44685,16892,9434,7458,6509,4863,1646,29002,19921,9081,42261,33945,8316,50452,40217,10235,9995,7944,2051,92,80,12,456,427,29,26971,21119,5852,58,53,5
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,50-54,340304,199297,141007,217873,101758,116115,122431,97539,24892,13137,8027,5110,5267,4117,1150,21117,15999,5118,26675,22119,4556,32174,27102,5072,6032,5122,910,55,39,16,390,366,24,17528,14593,2935,56,55,1
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,55-59,254652,125846,128806,177278,66787,110491,77374,59059,18315,10164,5414,4750,4192,3114,1078,14913,10977,3936,15955,12755,3200,18208,15076,3132,3244,2721,523,50,31,19,291,274,17,10333,8673,1660,24,24,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,60-64,243842,137398,106444,185119,90937,94182,58723,46461,12262,10585,6404,4181,4102,3228,874,12770,9858,2912,10884,9064,1820,11770,10319,1451,1821,1600,221,70,41,29,153,146,7,6545,5780,765,23,21,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,65-69,158118,78254,79864,122159,51162,70997,35959,27092,8867,6682,3644,3038,3560,2641,919,8912,6662,2250,6521,5164,1357,6203,5364,839,890,775,115,43,19,24,82,79,3,3049,2728,321,17,16,1
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,70-74,132824,75284,57540,104288,52946,51342,28536,22338,6198,5899,3639,2260,2575,2049,526,7204,5848,1356,5169,4285,884,4687,4075,612,1015,767,248,22,15,7,30,23,7,1926,1630,296,9,7,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,75-79,58497,30246,28251,43921,19316,24605,14576,10930,3646,2675,1506,1169,1183,938,245,3427,2720,707,2792,2163,629,2639,2165,474,686,513,173,9,4,5,19,17,2,1142,900,242,4,4,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,80+,82043,44645,37398,66466,32616,33850,15577,12029,3548,3812,2296,1516,2146,1594,552,3741,3094,647,2464,2088,376,2140,1882,258,404,331,73,19,16,3,15,14,1,827,705,122,9,9,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Total,Age not stated,45715,24836,20879,27896,13461,14435,17819,11375,6444,5497,3356,2141,2668,1516,1152,2420,1475,945,2517,1700,817,2566,1811,755,962,684,278,2,2,0,20,17,3,1163,811,352,4,3,1
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,All ages,7627062,3977652,3649410,4434984,1908034,2526950,3192078,2069618,1122460,193410,105935,87475,655618,382695,272923,778673,476970,301703,770176,523734,246442,519658,376809,142849,160278,112737,47541,384,336,48,2217,1939,278,111294,88168,23126,370,295,75
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,0-6,1214965,620809,594156,1214965,620809,594156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,7,171613,87310,84303,93210,43925,49285,78403,43385,35018,4552,2457,2095,73844,40927,32917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,8,257828,131577,126251,115144,51729,63415,142684,79848,62836,5732,3111,2621,136941,76730,60211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,9,183644,93942,89702,64505,27752,36753,119139,66190,52949,3423,1822,1601,107324,59803,47521,8387,4563,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,10,290808,149858,140950,102806,43092,59714,188002,106766,81236,5892,3102,2790,140227,79984,60243,41874,23675,18199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,11,138926,72418,66508,36035,14147,21888,102891,58271,44620,2176,1121,1055,42522,24377,18145,58186,32770,25416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,12,263074,135123,127951,82525,31695,50830,180549,103428,77121,5029,2607,2422,40712,23782,16930,125752,72004,53748,9043,5026,4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,4
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,13,162134,82161,79973,43644,15270,28374,118490,66891,51599,2706,1366,1340,13273,7562,5711,86090,49124,36966,16414,8835,7579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,14,208181,107099,101082,59706,21435,38271,148475,85664,62811,3945,1993,1952,10095,5910,4185,71456,41805,29651,62969,35953,27016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,15,205895,105341,100554,68394,25022,43372,137501,80319,57182,4426,2246,2180,6670,3950,2720,41397,24567,16830,73576,43054,30522,11424,6496,4928,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,16,213763,108975,104788,68684,24269,44415,145079,84706,60373,4514,2318,2196,5689,3285,2404,28702,16619,12083,67053,39334,27719,39111,23143,15968,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,17,118200,60152,58048,35944,12343,23601,82256,47809,34447,2329,1165,1164,2901,1733,1168,13445,7624,5821,32044,18678,13366,31530,18604,12926,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,18,240245,123865,116380,90168,32950,57218,150077,90915,59162,5860,2942,2918,5504,3450,2054,22746,13630,9116,52636,32132,20504,42950,26098,16852,20320,12624,7696,14,9,5,41,25,16,0,0,0,6,5,1
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,19,88283,46358,41925,29117,10109,19008,59166,36249,22917,1946,995,951,2244,1428,816,7977,4666,3311,19132,11796,7336,15933,9839,6094,11890,7493,4397,7,7,0,28,18,10,0,0,0,9,7,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,20-24,644484,339507,304977,264617,92378,172239,379867,247129,132738,17633,9218,8415,12167,8248,3919,53124,32888,20236,118102,77716,40386,97934,65478,32456,59592,39089,20503,59,45,14,385,295,90,20824,14115,6709,47,37,10
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,25-29,560822,293086,267736,269821,91708,178113,291001,201378,89623,17554,9247,8307,9578,6412,3166,45180,28047,17133,88923,62919,26004,74494,54255,20239,28506,20490,8016,64,53,11,512,435,77,26145,19479,6666,45,41,4
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,30-34,488681,257102,231579,264425,94040,170385,224256,163062,61194,16393,8755,7638,7998,5423,2575,37021,23138,13883,64131,48169,15962,61487,48310,13177,16808,13123,3685,53,48,5,378,340,38,19947,15722,4225,40,34,6
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,35-39,487492,250371,237121,294366,105775,188591,193126,144596,48530,17697,9515,8182,8041,5881,2160,37243,24371,12872,55894,44362,11532,47855,38634,9221,9691,8036,1655,35,30,5,367,345,22,16273,13398,2875,30,24,6
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,40-44,382278,211718,170560,245005,103258,141747,137273,108460,28813,14490,8341,6149,6220,4831,1389,27285,19322,7963,39817,33551,6266,34297,29190,5107,4900,4257,643,33,32,1,219,207,12,9988,8705,1283,24,24,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,45-49,325884,170239,155645,223080,87609,135471,102804,82630,20174,12611,7045,5566,4890,3851,1039,21133,15221,5912,27608,23917,3691,25674,22759,2915,3507,3115,392,37,35,2,125,118,7,7201,6553,648,18,16,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,50-54,246091,142146,103945,177369,84224,93145,68722,57922,10800,10030,6179,3851,3904,3252,652,15072,12125,2947,16501,14807,1694,16166,14962,1204,2071,1914,157,15,14,1,75,73,2,4872,4580,292,16,16,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,55-59,183972,89397,94575,141443,54430,87013,42529,34967,7562,7527,4114,3413,3085,2507,578,10361,8467,1894,9292,8382,910,8384,7831,553,1000,940,60,16,16,0,45,44,1,2809,2656,153,10,10,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,60-64,184447,104371,80076,151040,76389,74651,33407,27982,5425,8151,5073,3078,3031,2582,449,8908,7677,1231,6265,5850,415,4963,4773,190,544,522,22,21,19,2,16,16,0,1500,1463,37,8,7,1
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,65-69,117146,57981,59165,97681,42450,55231,19465,15531,3934,5046,2824,2222,2484,2029,455,5725,4881,844,3226,2977,249,2173,2058,115,224,204,20,11,9,2,6,6,0,560,533,27,10,10,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,70-74,103338,59130,44208,86239,45256,40983,17099,13874,3225,4583,2910,1673,1919,1654,265,4908,4352,556,2909,2568,341,1987,1751,236,373,281,92,9,9,0,7,5,2,399,340,59,5,4,1
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,75-79,44364,22977,21387,35770,16316,19454,8594,6661,1933,2056,1180,876,879,757,122,2330,2018,312,1596,1314,282,1171,949,222,292,224,68,2,2,0,2,1,1,263,213,50,3,3,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,80+,65967,36217,29750,56250,28535,27715,9717,7682,2035,2989,1860,1129,1590,1247,343,2621,2327,294,1379,1239,140,820,739,81,143,117,26,7,7,0,4,4,0,159,137,22,5,5,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Rural,Age not stated,34537,18422,16115,23031,11119,11912,11506,7303,4203,4120,2429,1691,1886,1100,786,1750,1089,661,1666,1155,511,1305,940,365,417,308,109,1,1,0,7,7,0,354,274,80,0,0,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,All ages,2516638,1383274,1133364,901430,392264,509166,1615208,991010,624198,53522,29355,24167,204862,113822,91040,253034,140965,112069,303873,186755,117118,394392,261803,132589,178885,112689,66196,703,471,232,5276,4378,898,220254,140481,79773,407,291,116
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,0-6,270838,144585,126253,270838,144585,126253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,7,45704,24177,21527,13503,6740,6763,32201,17437,14764,778,424,354,31417,17011,14406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,8,63834,33802,30032,14152,6774,7378,49682,27028,22654,969,536,433,48708,26491,22217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,9,47940,25462,22478,8070,3762,4308,39870,21700,18170,569,300,269,34343,18772,15571,4953,2625,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,10,77464,41014,36450,12364,5652,6712,65100,35362,29738,1079,600,479,40925,22421,18504,23088,12335,10753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,11,39793,20977,18816,4374,1881,2493,35419,19096,16323,399,224,175,9890,5554,4336,25128,13318,11810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,12,70530,37173,33357,9654,4220,5434,60876,32953,27923,876,515,361,7166,3979,3187,46073,24893,21180,6747,3560,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,13,48223,24710,23513,5410,2209,3201,42813,22501,20312,503,286,217,2389,1345,1044,27982,14853,13129,11935,6016,5919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,14,61526,32304,29222,7710,3170,4540,53816,29134,24682,708,411,297,1728,980,748,16443,9021,7422,34930,18718,16212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,15,59805,31410,28395,8689,3804,4885,51116,27606,23510,817,470,347,1359,800,559,7892,4379,3513,29982,16219,13763,11060,5737,5323,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,16,67458,34877,32581,9732,4147,5585,57726,30730,26996,897,501,396,1303,794,509,5260,2993,2267,19255,10204,9051,31006,16236,14770,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,17,42247,22052,20195,5392,2218,3174,36855,19834,17021,529,276,253,776,485,291,2834,1647,1187,7976,4443,3533,24737,12980,11757,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,18,76523,40622,35901,13650,5892,7758,62873,34730,28143,1215,701,514,1421,842,579,4461,2702,1759,11348,6438,4910,20884,11455,9429,23421,12508,10913,15,11,4,100,70,30,0,0,0,8,3,5
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,19,34662,18680,15982,5067,2193,2874,29595,16487,13108,486,285,201,791,468,323,1718,1052,666,4734,2842,1892,7665,4351,3314,14091,7415,6676,17,15,2,88,57,31,0,0,0,5,2,3
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,20-24,245485,136962,108523,48628,19935,28693,196857,117027,79830,4744,2632,2112,3788,2390,1398,11406,6811,4595,30176,19022,11154,49968,32040,17928,58337,33728,24609,116,78,38,1070,731,339,37199,19573,17626,53,22,31
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,25-29,228561,129582,98979,55472,20197,35275,173089,109385,63704,5337,2828,2509,3118,1870,1248,11763,6648,5115,28151,17799,10352,52251,36253,15998,26817,17730,9087,105,71,34,1044,811,233,44462,25346,19116,41,29,12
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,30-34,208457,121675,86782,57195,20221,36974,151262,101454,49808,5228,2780,2448,2634,1631,1003,11431,6314,5117,26396,17514,8882,52518,38798,13720,18559,13332,5227,65,42,23,607,529,78,33791,20492,13299,33,22,11
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,35-39,202613,112207,90406,66840,22856,43984,135773,89351,46422,5594,2939,2655,2637,1617,1020,12642,7227,5415,27687,18992,8695,43821,30242,13579,12677,8896,3781,74,61,13,732,662,70,29871,18685,11186,38,30,8
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,40-44,156411,91041,65370,55966,22120,33846,100445,68921,31524,4564,2541,2023,1935,1291,644,9262,5750,3512,19760,13914,5846,32286,22462,9824,8505,6248,2257,68,58,10,466,429,37,23564,16195,7369,35,33,2
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,45-49,132431,74797,57634,52547,19424,33123,79884,55373,24511,4281,2389,1892,1619,1012,607,7869,4700,3169,14653,10028,4625,24778,17458,7320,6488,4829,1659,55,45,10,331,309,22,19770,14566,5204,40,37,3
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,50-54,94213,57151,37062,40504,17534,22970,53709,39617,14092,3107,1848,1259,1363,865,498,6045,3874,2171,10174,7312,2862,16008,12140,3868,3961,3208,753,40,25,15,315,293,22,12656,10013,2643,40,39,1
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,55-59,70680,36449,34231,35835,12357,23478,34845,24092,10753,2637,1300,1337,1107,607,500,4552,2510,2042,6663,4373,2290,9824,7245,2579,2244,1781,463,34,15,19,246,230,16,7524,6017,1507,14,14,0
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,60-64,59395,33027,26368,34079,14548,19531,25316,18479,6837,2434,1331,1103,1071,646,425,3862,2181,1681,4619,3214,1405,6807,5546,1261,1277,1078,199,49,22,27,137,130,7,5045,4317,728,15,14,1
C2308,01,00,0000,State - JAMMU & KASHMIR  01,Urban,65-69,40972,20273,20699,24478,8712,15766,16494,11561,4933,1636,820,816,1076,612,464,3187,1781,1406,3295,2187,1108,4030,3306,724,666,571,95,32,10,22,76,73,3,2489,2195,294,7,6,1
